Nota Jogada de passe;Ângulo Livre Caminho;Distância do Passe;Liberdade de Marcação do Receptor;Ângulo de Redirect;Ângulo Livre Para Chute Receptor;Distância do Receptor ao Gol;Liberdade de Marcação do Passador;Delta Xis
0;39;250;141;160;168;151;18;201
150;125;88;142;15;26;250;25;82
50;47;250;132;130;122;202;58;250
100;0;94;44;141;60;250;21;149
