Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;121;250;165
0;122;250;168
0;122;250;166
0;121;250;164
0;122;250;168
0;94;250;29
0;81;250;26
200;69;250;52
0;154;129;21
