Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;7;250;175
0;19;250;214
0;15;168;237
0;12;250;77
200;101;106;198
250;34;206;219
0;0;250;178
0;22;250;198
200;38;185;237
0;41;157;159
0;16;217;116
0;28;249;225
250;52;179;165
0;33;250;228
0;2;250;225
0;44;133;199
0;0;250;229
0;21;250;197
0;14;250;96
0;20;250;202
0;0;250;227
0;0;250;226
0;8;250;228
0;18;250;176
0;0;250;227
0;24;219;236
