Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
150;71;250;24
0;67;250;23
0;80;250;45
0;73;250;38
0;79;250;82
250;35;250;22
0;87;250;71
0;76;250;17
0;0;250;19
0;79;250;31
200;79;250;18
