Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;250;124;33
0;221;142;17
0;128;231;46
0;102;250;16
250;22;250;44
0;220;143;24
0;239;132;75
0;0;250;21
250;77;250;16
