Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;0;250;221
200;13;220;238
0;5;250;230
0;9;250;225
200;0;235;222
250;19;250;101
0;14;250;221
