Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;55;199;220
0;80;218;161
0;51;172;234
0;31;165;221
0;44;250;227
100;52;250;233
0;56;216;223
0;54;250;223
0;51;250;234
200;65;250;185
