Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;68;250;218
0;107;144;167
0;50;164;210
0;89;194;200
0;57;250;232
0;53;250;219
0;56;250;238
0;52;250;214
0;80;188;224
