Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
200;38;185;237
0;41;156;159
0;16;217;116
0;27;250;227
250;52;179;165
0;33;250;229
0;0;250;226
0;44;133;199
0;0;250;231
0;21;250;197
0;14;250;96
0;20;250;200
0;0;250;226
0;0;250;226
0;1;250;226
0;18;250;177
0;0;250;226
