Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;8;240;208
100;5;250;214
100;26;187;225
200;49;145;179
250;49;145;171
0;11;250;141
100;38;132;212
200;10;219;232
0;14;250;221
250;40;138;165
0;4;250;56
0;39;203;109
200;74;81;181
0;5;250;221
250;38;145;140
200;45;140;201
100;28;187;217
100;24;197;224
0;37;141;201
100;0;146;213
0;40;124;212
0;23;143;199
100;40;88;241
100;42;141;187
100;44;147;164
