Freedom of the Path;Distance of the Pass;Freedom of Receiver;Redirect Angle;Receiver Free Angle for Goal Shooting;Receiver to Goal Distance;Freedom of the Passer;Delta Xis;Score of the Passing Move
61;101;231;81;98;250;208;87;150
250;250;0;239;250;71;199;250;0
250;86;202;248;135;250;236;168;0
250;40;217;67;250;93;218;114;50
250;57;192;152;250;92;242;118;0
250;30;194;141;250;62;221;125;150
17;118;229;81;127;250;209;80;150
0;222;192;51;131;250;207;23;0
