Freedom of the Path;Distance of the Pass;Freedom of Receiver;Redirect Angle;Receiver Free Angle for Goal Shooting;Receiver to Goal Distance;Freedom of the Passer;Delta Xis;Score of the Passing Move
250;33;157;34;20;250;161;112;50
0;228;216;63;106;138;212;84;50
8;250;154;204;91;164;215;250;0
22;135;210;82;28;250;210;123;50
250;135;110;82;28;250;214;123;250
250;98;153;7;14;250;236;77;100
97;155;198;125;36;250;240;136;50
250;47;135;118;26;250;160;123;100
