Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;61;250;217
100;89;154;186
0;250;54;211
0;194;79;137
0;21;180;158
0;32;178;223
100;48;250;193
0;36;250;226
0;67;231;224
0;59;250;239
0;212;71;124
