Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
200;89;250;23
0;57;250;26
200;0;250;12
250;64;250;50
200;69;250;23
200;64;250;72
200;203;150;46
250;76;250;35
0;106;234;14
150;123;242;41
0;114;250;34
0;137;232;34
250;66;250;54
250;84;250;75
