Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;14;202;7
0;39;186;37
0;89;250;26
0;202;151;30
0;107;250;30
0;95;250;17
0;49;191;33
0;115;246;53
0;142;132;12
0;183;160;27
0;97;250;41
0;250;94;66
0;96;227;36
