Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;123;250;33
0;250;103;36
0;98;250;17
0;205;154;28
0;94;250;70
0;79;250;53
0;94;151;19
