Nota Jogada de passe;Ângulo Livre Caminho;Distância do Passe;Liberdade de Marcação do Receptor;Ângulo de Redirect;Ângulo Livre Para Chute Receptor;Distância do Receptor ao Gol;Liberdade de Marcação do Passador;Delta Xis
0;58;239;21;124;142;84;20;236
150;250;24;42;183;250;76;15;130
150;28;184;49;242;250;70;17;217
50;250;108;133;37;111;184;71;94
150;250;23;52;240;250;56;21;135
