Freedom of the Path;Distance of the Pass;Freedom of Receiver;Redirect Angle;Receiver Free Angle for Goal Shooting;Receiver to Goal Distance;Freedom of the Passer;Delta Xis;Score of the Passing Move
17;181;239;11;117;250;188;34;150
250;138;135;183;185;187;200;169;50
0;164;230;92;137;249;190;107;50
0;219;236;41;105;250;185;16;50
0;178;238;234;117;250;195;213;50
