Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
250;69;250;56
0;84;250;30
200;89;250;15
0;250;74;52
0;250;49;42
150;81;250;22
100;66;250;68
100;59;250;48
100;64;250;45
