Freedom of the Path;Distance of the Pass;Freedom of Receiver;Redirect Angle;Receiver Free Angle for Goal Shooting;Receiver to Goal Distance;Freedom of the Passer;Delta Xis;Score of the Passing Move
250;138;135;183;93;187;200;169;50
250;150;95;212;250;8;244;191;200
250;82;160;243;207;75;242;161;200
0;161;232;92;69;249;190;108;50
0;219;236;41;52;250;184;16;50
0;178;238;234;58;250;195;213;50
