Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
250;229;39;213
0;18;115;231
0;0;172;217
0;11;250;240
100;26;250;184
0;6;250;231
200;80;73;235
200;36;161;238
