Freedom of the Path;Distance of the Pass;Freedom of Receiver;Redirect Angle;Receiver Free Angle for Goal Shooting;Receiver to Goal Distance;Freedom of the Passer;Delta Xis;Score of the Passing Move
250;178;121;23;79;250;200;49;200
0;219;233;118;88;250;140;146;100
250;15;221;243;151;101;207;132;200
17;250;200;200;250;49;142;250;0
