Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;11;250;214
200;158;80;52
0;11;250;157
250;250;39;54
0;32;250;13
0;44;159;28
0;0;250;25
0;15;250;175
150;78;136;20
0;47;240;186
