Nota Jogada de passe;Ângulo Livre Caminho;Distância do Passe;Liberdade de Marcação do Receptor;Ângulo de Redirect;Ângulo Livre Para Chute Receptor;Distância do Receptor ao Gol;Liberdade de Marcação do Passador;Delta Xis
100;250;28;203;147;7;250;204;127
50;186;161;201;148;24;250;120;169
200;0;0;0;0;0;0;0;0
0;81;236;118;2;27;250;239;9
150;250;49;188;108;10;250;237;116
150;250;77;161;113;15;250;238;114
200;0;0;0;0;0;0;0;0
200;250;93;145;35;17;250;238;87
150;250;21;217;84;8;250;238;119
