Nota Jogada de passe;Ângulo Livre Caminho;Distância do Passe;Liberdade de Marcação do Receptor;Ângulo de Redirect;Ângulo Livre Para Chute Receptor;Distância do Receptor ao Gol;Liberdade de Marcação do Passador;Delta Xis
100;250;59;215;236;1;250;222;150
50;61;250;117;42;68;177;238;54
100;0;0;0;0;0;0;0;0
