Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
150;250;51;9
150;25;157;47
200;250;86;43
150;140;121;112
200;55;240;27
200;126;93;41
0;46;250;30
0;44;250;22
200;70;199;29
150;14;209;20
200;48;250;36
0;32;250;116
200;55;240;50
