Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;99;114;32
150;31;236;197
0;57;234;18
200;17;65;51
0;3;250;32
200;90;205;75
200;99;170;153
0;11;222;22
0;32;250;41
250;250;42;57
0;43;250;31
0;40;250;108
0;47;250;22
0;52;250;14
0;30;250;38
250;108;95;22
200;0;136;45
0;37;250;30
