Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;27;204;29
0;79;170;32
0;38;250;14
0;37;250;18
0;31;250;112
0;20;229;51
0;35;250;20
200;250;40;51
