Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;64;250;234
0;111;127;224
0;74;202;182
0;39;250;209
200;36;250;196
0;32;183;219
100;0;250;242
0;0;210;237
