Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;75;250;21
0;93;250;13
0;73;250;18
0;250;90;21
200;84;250;26
0;41;167;22
0;89;250;36
0;80;250;19
0;118;246;68
0;66;250;36
200;65;250;69
200;65;250;61
200;82;250;108
200;26;250;19
