Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;22;250;33
0;11;250;33
0;28;250;36
200;53;145;88
0;0;149;16
0;16;250;78
0;124;139;95
0;0;250;23
0;30;250;16
0;20;250;22
