Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;20;250;102
0;12;250;36
200;30;225;84
0;26;209;162
200;66;250;235
0;45;250;199
250;250;41;46
0;53;195;74
0;25;196;105
0;13;250;27
