Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;23;250;224
200;3;246;222
200;71;144;219
0;20;250;227
100;26;228;223
0;6;250;209
0;0;250;221
0;11;250;229
250;0;250;229
0;11;250;201
0;18;250;186
0;5;241;226
0;10;250;93
0;9;250;93
0;28;231;206
100;23;250;205
0;16;243;181
250;84;154;232
0;13;250;91
0;138;96;228
0;0;250;229
0;8;250;205
0;21;250;225
0;2;196;212
