Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;208;81;178
0;18;158;175
0;104;122;227
0;78;222;237
0;21;156;177
0;56;192;182
0;229;72;105
