Nota Jogada de passe;Ângulo Livre Caminho;Distância do Passe;Liberdade de Marcação do Receptor;Ângulo de Redirect;Ângulo Livre Para Chute Receptor;Distância do Receptor ao Gol;Liberdade de Marcação do Passador;Delta Xis
100;14;250;215;44;42;250;218;36
150;3;155;170;64;38;250;238;78
200;250;39;187;80;54;250;226;115
150;250;123;116;141;46;250;237;154
