Nota Jogada de passe;Ângulo Livre Caminho;Distância do Passe;Liberdade de Marcação do Receptor;Ângulo de Redirect;Ângulo Livre Para Chute Receptor;Distância do Receptor ao Gol;Liberdade de Marcação do Passador;Delta Xis
150;250;250;0;246;212;72;236;247
50;0;189;237;19;41;250;205;31
150;136;250;17;247;226;71;225;250
150;250;152;100;238;230;72;226;201
100;250;23;187;28;42;250;209;115
50;147;250;162;43;73;230;177;28
