Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;0;250;9
250;166;80;36
0;52;250;52
0;0;250;35
250;250;39;47
0;0;250;14
0;14;250;76
0;11;250;60
0;33;250;33
0;14;250;15
0;16;250;73
0;2;250;61
0;13;250;18
0;40;250;34
0;0;249;31
0;0;250;21
