Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;0;243;233
0;7;250;225
0;10;174;233
0;2;250;224
0;5;250;224
0;7;250;216
0;13;250;148
0;1;250;225
0;10;250;141
250;165;39;220
0;1;250;184
0;7;250;174
0;16;239;228
0;12;250;130
0;0;250;221
0;3;250;225
0;3;250;180
0;5;250;196
0;4;250;192
0;2;250;161
200;159;40;218
0;0;239;235
