Freedom of the Path;Distance of the Pass;Freedom of Receiver;Redirect Angle;Receiver Free Angle for Goal Shooting;Receiver to Goal Distance;Freedom of the Passer;Delta Xis;Score of the Passing Move
250;164;54;57;81;198;178;87;0
250;181;44;0;8;250;225;35;50
250;32;176;0;13;250;207;109;100
250;73;192;76;33;250;239;103;50
164;157;211;99;1;250;241;109;0
