Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;56;237;205
0;57;250;245
200;10;250;132
0;45;171;177
0;43;157;207
0;168;81;234
0;57;250;208
0;166;98;192
0;116;145;220
