Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
100;53;250;233
0;47;250;206
250;38;250;223
0;101;152;225
0;39;250;201
0;34;250;150
0;30;250;238
0;125;113;229
100;31;250;237
0;61;250;228
0;61;250;230
0;42;250;207
200;40;250;108
0;40;250;210
0;59;250;145
100;41;250;198
