Free Angle of the path;Ball to Goal distance;Freedom of the Kicker;Score of the goal shooting move;
106;65;207;0
47;250;229;0
244;100;207;150
87;250;213;150
0;48;245;150
218;117;226;150
90;250;232;100
86;250;240;150
78;250;200;0
0;136;228;0
46;250;147;0
65;250;193;0
