Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;117;132;209
100;63;250;157
0;74;157;221
100;54;250;205
100;5;250;132
100;33;250;135
250;56;250;233
0;22;160;178
100;32;250;132
0;21;162;176
0;54;201;206
0;90;176;219
0;59;250;239
0;22;165;176
0;56;207;205
0;52;250;216
0;32;250;219
0;48;250;195
0;86;200;223
0;124;138;232
0;63;250;238
