Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;47;250;117
0;48;250;226
0;48;250;225
0;64;250;228
0;66;240;166
0;60;250;180
0;54;250;229
100;44;250;134
0;56;215;227
0;71;187;222
0;55;250;226
0;53;250;137
0;58;250;179
0;208;81;178
0;18;158;175
0;104;122;227
0;21;156;177
