Nota Jogada de Chute ao Gol;Ângulo Livre Caminho;Distância da Bola ao Gol;Liberdade de Marcação do chutador
0;47;250;117
0;48;250;226
0;48;250;225
0;64;250;226
0;25;164;226
0;60;250;182
0;54;250;228
100;44;250;134
0;56;215;227
0;74;190;220
0;55;250;226
0;53;250;137
0;58;250;174
