Nota Jogada de passe;Ângulo Livre Caminho;Distância do Passe;Liberdade de Marcação do Receptor;Ângulo de Redirect;Ângulo Livre Para Chute Receptor;Distância do Receptor ao Gol;Liberdade de Marcação do Passador;Delta Xis
50;31;80;237;78;16;250;236;112
50;6;214;157;95;30;250;215;126
50;250;250;0;13;19;250;229;0
150;0;0;0;0;0;0;0;0
50;8;250;206;205;13;151;233;250
200;64;200;130;184;15;250;218;193
150;0;0;0;0;0;0;0;0
150;44;198;188;170;51;86;177;223
50;108;218;173;109;64;149;243;197
